Order_ID,Order_Date,Item_Type,Outlet_Tier,Outlet_Size,Outlet_Establishment_Year,Sales,Rating
12311,2019-06-11,Soft Drinks,Tier 2,High,2016,1956.16,3.9
12312,2019-09-10,Dairy,Tier 1,Small,2010,1462.65,4.7
12313,2019-05-12,Dairy,Tier 3,Medium,2014,529.64,3.8
12314,2020-04-18,Frozen Foods,Tier 2,Small,2010,1798.15,4.7
12315,2022-02-06,Baking Goods,Tier 1,High,2016,1596.78,4.8
12316,2020-12-06,Frozen Foods,Tier 3,Medium,2016,926.15,4.0
12317,2021-11-24,Seafood,Tier 2,High,2012,1166.51,3.8
12318,2019-10-02,Snack Foods,Tier 2,Small,2010,1457.75,3.7
12319,2019-07-06,Baking Goods,Tier 2,Small,2010,292.82,4.4
12320,2021-08-06,Seafood,Tier 1,Small,2018,1857.62,5.0
12321,2019-08-31,Snack Foods,Tier 2,Medium,2018,1975.52,4.2
12322,2019-09-21,Fruits and Vegetables,Tier 2,Small,2018,694.54,3.9
12323,2020-06-05,Baking Goods,Tier 3,Medium,2018,1444.42,4.7
12324,2021-08-20,Soft Drinks,Tier 1,Small,2010,871.54,4.6
12325,2021-02-21,Seafood,Tier 3,Small,2012,104.08,3.6
12326,2022-01-15,Breads,Tier 2,Medium,2018,1919.5,3.9
12327,2020-06-18,Frozen Foods,Tier 1,Medium,2010,327.53,4.1
12328,2019-07-29,Snack Foods,Tier 1,Medium,2012,196.14,3.8
12329,2019-02-15,Seafood,Tier 2,High,2012,1682.52,4.8
12330,2019-01-26,Household,Tier 1,Small,2018,116.04,3.8
12331,2022-07-13,Baking Goods,Tier 1,High,2010,1391.38,4.7
12332,2019-06-24,Frozen Foods,Tier 3,Small,2014,1863.65,4.6
12333,2022-08-27,Dairy,Tier 1,Small,2010,842.06,3.5
12334,2019-11-18,Frozen Foods,Tier 1,Small,2012,183.29,3.9
12335,2022-03-04,Seafood,Tier 3,Small,2016,475.67,4.3
12336,2019-02-24,Soft Drinks,Tier 2,High,2018,1899.23,3.8
12337,2022-03-25,Fruits and Vegetables,Tier 3,Small,2012,957.5,4.7
12338,2020-10-29,Snack Foods,Tier 2,High,2014,1105.65,3.7
12339,2019-05-27,Frozen Foods,Tier 2,Medium,2014,354.32,3.7
12340,2020-08-21,Fruits and Vegetables,Tier 2,High,2014,1840.13,4.4
12341,2019-01-20,Breads,Tier 3,Small,2014,1058.4,3.5
12342,2022-07-16,Dairy,Tier 2,High,2010,1081.28,5.0
12343,2019-11-29,Meat,Tier 3,High,2012,1173.29,4.3
12344,2021-06-25,Breads,Tier 3,Medium,2014,1546.38,4.5
12345,2021-08-01,Household,Tier 2,Medium,2012,445.76,3.9
12346,2021-06-29,Dairy,Tier 2,Medium,2012,1887.54,4.9
12347,2020-02-05,Household,Tier 3,Small,2016,392.04,4.0
12348,2021-08-07,Soft Drinks,Tier 3,High,2010,434.96,3.7
12349,2022-08-22,Snack Foods,Tier 2,High,2016,74.2,4.2
12350,2019-01-28,Breads,Tier 2,Medium,2018,88.38,3.7
12351,2020-04-11,Soft Drinks,Tier 2,Small,2018,886.24,4.9
12352,2022-07-07,Baking Goods,Tier 3,Small,2018,406.79,4.3
12353,2021-09-08,Meat,Tier 3,Small,2016,463.21,4.4
12354,2019-04-11,Dairy,Tier 3,Medium,2012,1976.46,4.2
12355,2020-07-04,Snack Foods,Tier 2,Small,2018,1862.16,3.8
12356,2021-03-12,Snack Foods,Tier 1,Small,2018,678.78,3.8
12357,2019-12-19,Frozen Foods,Tier 1,Small,2016,719.16,4.9
12358,2022-08-16,Baking Goods,Tier 1,Medium,2012,619.59,4.0
12359,2019-10-23,Snack Foods,Tier 1,Medium,2018,1770.35,3.6
12360,2019-12-19,Seafood,Tier 1,High,2010,241.66,4.3
12361,2021-06-26,Baking Goods,Tier 3,High,2018,1188.97,3.9
12362,2022-02-27,Meat,Tier 2,High,2016,413.29,4.6
12363,2021-10-15,Meat,Tier 2,Medium,2016,1528.4,4.1
12364,2022-03-25,Household,Tier 2,High,2010,1281.15,4.9
12365,2022-01-02,Meat,Tier 2,Small,2012,806.3,4.2
12366,2022-09-27,Seafood,Tier 2,Medium,2010,241.31,4.5
12367,2022-01-18,Dairy,Tier 1,Medium,2018,1546.45,4.8
12368,2020-03-30,Fruits and Vegetables,Tier 2,High,2016,200.22,4.8
12369,2020-12-12,Fruits and Vegetables,Tier 2,Small,2012,583.8,4.3
12370,2021-09-06,Frozen Foods,Tier 1,Small,2018,544.61,4.7
12371,2022-09-17,Snack Foods,Tier 2,Medium,2010,1178.12,3.9
12372,2021-01-08,Meat,Tier 1,Medium,2018,1051.78,4.4
12373,2021-09-03,Household,Tier 1,High,2010,595.5,3.5
12374,2022-10-03,Frozen Foods,Tier 3,Small,2014,889.23,4.0
12375,2019-08-21,Soft Drinks,Tier 2,Medium,2014,900.91,4.0
12376,2021-10-20,Snack Foods,Tier 2,Small,2016,1168.44,4.8
12377,2019-04-12,Seafood,Tier 2,Medium,2012,1801.57,4.2
12378,2021-08-10,Fruits and Vegetables,Tier 1,High,2016,326.77,4.6
12379,2020-04-25,Household,Tier 3,Medium,2018,1137.51,4.2
12380,2022-05-22,Frozen Foods,Tier 2,Medium,2014,85.84,4.0
12381,2019-04-18,Breads,Tier 1,Medium,2016,1411.53,4.9
12382,2022-04-03,Fruits and Vegetables,Tier 1,High,2010,1298.77,4.4
12383,2021-08-30,Seafood,Tier 1,High,2012,1403.33,4.5
12384,2020-12-04,Snack Foods,Tier 1,High,2014,976.14,4.2
12385,2019-12-01,Dairy,Tier 3,Medium,2012,414.37,3.8
12386,2019-03-27,Breads,Tier 3,Medium,2012,923.76,4.8
12387,2021-01-03,Seafood,Tier 1,Small,2014,96.02,4.6
12388,2021-05-24,Household,Tier 2,High,2010,793.8,4.1
12389,2022-12-18,Soft Drinks,Tier 3,High,2010,1685.22,4.9
12390,2019-12-30,Dairy,Tier 2,Medium,2010,710.24,4.0
12391,2019-03-01,Seafood,Tier 2,High,2012,1203.92,3.6
12392,2022-06-27,Frozen Foods,Tier 3,Small,2010,559.17,3.9
12393,2020-07-13,Soft Drinks,Tier 2,High,2018,311.72,4.1
12394,2019-04-27,Seafood,Tier 3,High,2018,1065.8,4.7
12395,2021-05-23,Dairy,Tier 3,High,2010,119.74,4.7
12396,2021-07-03,Household,Tier 2,Small,2010,1813.74,4.1
12397,2021-08-25,Fruits and Vegetables,Tier 2,Small,2014,1565.5,4.6
12398,2021-09-25,Dairy,Tier 1,High,2014,1995.94,3.8
12399,2019-02-13,Dairy,Tier 3,Small,2016,1986.71,4.8
12400,2020-05-23,Frozen Foods,Tier 2,Medium,2012,1471.52,3.6
12401,2022-04-03,Baking Goods,Tier 3,High,2012,1564.55,4.1
12402,2022-10-23,Baking Goods,Tier 1,Small,2014,1079.78,4.7
12403,2022-08-08,Seafood,Tier 1,Small,2018,476.16,4.3
12404,2021-04-28,Household,Tier 1,Small,2016,1626.4,4.7
12405,2021-07-05,Baking Goods,Tier 1,Medium,2014,575.9,3.7
12406,2021-06-16,Soft Drinks,Tier 1,Small,2016,1317.47,3.9
12407,2021-03-09,Household,Tier 1,Medium,2012,1475.21,4.1
12408,2021-05-25,Frozen Foods,Tier 1,Medium,2012,1150.37,4.8
12409,2019-10-13,Breads,Tier 1,Small,2012,1342.32,4.9
12410,2022-05-12,Soft Drinks,Tier 3,Medium,2018,621.18,3.6
12411,2020-11-14,Baking Goods,Tier 2,Small,2014,1533.01,4.9
12412,2021-03-29,Snack Foods,Tier 3,Small,2016,1889.92,4.5
12413,2019-05-01,Snack Foods,Tier 3,Small,2014,993.81,4.2
12414,2021-08-02,Snack Foods,Tier 2,High,2012,285.91,3.9
12415,2021-10-14,Dairy,Tier 2,Medium,2012,1258.45,3.9
12416,2022-04-26,Breads,Tier 1,Medium,2014,715.76,4.5
12417,2021-06-25,Household,Tier 2,Small,2010,867.26,4.1
12418,2019-01-13,Household,Tier 3,Medium,2010,345.67,3.5
12419,2020-08-25,Snack Foods,Tier 1,Small,2014,1270.29,4.9
12420,2019-07-19,Breads,Tier 3,Medium,2012,1585.14,4.5
12421,2020-08-08,Fruits and Vegetables,Tier 2,Medium,2016,1544.56,4.7
12422,2020-03-23,Soft Drinks,Tier 3,Small,2010,1988.07,4.5
12423,2021-04-20,Baking Goods,Tier 3,Small,2014,463.78,4.6
12424,2021-12-30,Frozen Foods,Tier 1,Small,2018,1832.58,3.6
12425,2020-08-12,Snack Foods,Tier 1,Medium,2014,1478.61,4.1
12426,2022-02-27,Breads,Tier 3,High,2012,1429.6,4.9
12427,2021-06-07,Dairy,Tier 2,High,2014,1383.33,4.9
12428,2019-02-12,Household,Tier 1,Medium,2010,1099.81,4.9
12429,2020-06-03,Household,Tier 3,Medium,2010,788.37,5.0
12430,2021-11-02,Dairy,Tier 1,Small,2014,1889.52,3.6
12431,2020-12-25,Frozen Foods,Tier 1,Small,2016,344.62,3.6
12432,2020-09-14,Dairy,Tier 2,Small,2014,393.17,4.9
12433,2021-09-14,Snack Foods,Tier 3,Medium,2016,82.59,3.5
12434,2021-03-13,Fruits and Vegetables,Tier 3,Small,2010,1491.8,4.8
12435,2020-06-18,Dairy,Tier 3,Small,2018,1793.27,4.8
12436,2019-10-29,Fruits and Vegetables,Tier 3,Medium,2016,412.79,4.3
12437,2020-06-10,Household,Tier 3,High,2014,117.12,4.8
12438,2022-02-12,Seafood,Tier 1,Small,2012,526.0,4.5
12439,2020-04-04,Seafood,Tier 1,High,2012,1773.15,3.8
12440,2021-04-11,Soft Drinks,Tier 1,Small,2014,81.56,4.8
12441,2020-05-19,Fruits and Vegetables,Tier 1,Small,2010,247.26,4.1
12442,2022-08-24,Frozen Foods,Tier 2,Small,2010,98.73,3.8
12443,2021-07-20,Breads,Tier 2,Medium,2010,1889.14,5.0
12444,2019-11-21,Meat,Tier 3,Medium,2014,314.23,4.5
12445,2020-08-01,Dairy,Tier 2,Small,2012,1805.82,3.8
12446,2021-01-30,Meat,Tier 1,Small,2018,973.21,4.8
12447,2022-04-13,Baking Goods,Tier 1,Medium,2012,819.97,4.7
12448,2021-04-30,Seafood,Tier 1,Medium,2010,881.7,3.7
12449,2022-04-10,Baking Goods,Tier 1,High,2014,866.4,3.7
12450,2021-08-17,Breads,Tier 1,Medium,2014,716.38,3.8
12451,2020-05-16,Frozen Foods,Tier 3,Small,2018,1631.06,4.8
12452,2019-11-30,Fruits and Vegetables,Tier 3,Medium,2012,1040.59,4.6
12453,2019-10-11,Dairy,Tier 1,High,2010,1982.41,4.9
12454,2020-04-19,Baking Goods,Tier 3,High,2018,1059.65,4.8
12455,2021-12-13,Baking Goods,Tier 2,Small,2010,1646.02,4.3
12456,2022-12-14,Baking Goods,Tier 2,Medium,2012,1502.94,3.6
12457,2020-09-23,Frozen Foods,Tier 1,High,2018,832.15,4.6
12458,2020-12-03,Dairy,Tier 3,High,2010,1587.84,4.4
12459,2020-02-13,Frozen Foods,Tier 1,High,2016,352.19,3.8
12460,2021-09-08,Soft Drinks,Tier 3,Small,2014,446.52,4.9
12461,2022-08-20,Household,Tier 1,High,2012,1256.82,4.5
12462,2020-07-12,Household,Tier 1,Medium,2014,1437.55,4.7
12463,2019-08-10,Baking Goods,Tier 1,Small,2010,1305.47,4.7
12464,2019-06-07,Meat,Tier 2,Medium,2018,1043.42,3.7
12465,2019-12-14,Snack Foods,Tier 3,Medium,2010,318.33,3.9
12466,2022-03-28,Soft Drinks,Tier 3,High,2016,776.88,4.6
12467,2021-06-07,Seafood,Tier 2,Small,2016,1229.54,4.4
12468,2021-07-10,Breads,Tier 2,Small,2012,490.84,3.7
12469,2022-06-12,Soft Drinks,Tier 3,Medium,2014,1293.78,4.1
12470,2020-10-23,Household,Tier 3,Small,2010,506.85,3.9
12471,2020-02-09,Frozen Foods,Tier 1,Small,2016,240.82,4.6
12472,2022-07-04,Meat,Tier 1,Small,2018,682.46,3.7
12473,2020-11-07,Fruits and Vegetables,Tier 3,Small,2010,581.87,4.4
12474,2020-08-11,Fruits and Vegetables,Tier 3,High,2012,1630.37,3.5
12475,2020-07-11,Fruits and Vegetables,Tier 1,Medium,2018,993.05,4.5
12476,2021-06-23,Seafood,Tier 2,Medium,2014,174.88,3.6
12477,2021-12-06,Breads,Tier 3,Small,2012,1640.36,3.7
12478,2022-05-21,Household,Tier 3,Small,2014,573.94,4.2
12479,2020-04-23,Baking Goods,Tier 2,Medium,2014,1157.35,3.5
12480,2020-05-01,Meat,Tier 2,Medium,2016,1105.97,5.0
12481,2020-07-19,Breads,Tier 2,High,2014,1944.6,3.9
12482,2022-09-27,Dairy,Tier 3,Small,2018,547.12,3.5
12483,2020-06-07,Household,Tier 3,Medium,2018,333.11,4.8
12484,2020-12-04,Frozen Foods,Tier 3,High,2018,553.93,3.6
12485,2021-10-26,Fruits and Vegetables,Tier 1,High,2010,1174.1,4.8
12486,2021-03-31,Soft Drinks,Tier 2,Small,2016,474.21,4.7
12487,2022-03-13,Dairy,Tier 2,High,2016,713.92,3.7
12488,2021-05-07,Snack Foods,Tier 1,High,2018,1333.21,3.7
12489,2022-07-08,Soft Drinks,Tier 1,High,2010,277.14,4.6
12490,2020-08-07,Meat,Tier 1,High,2014,1893.34,4.7
12491,2020-11-16,Seafood,Tier 1,High,2014,1088.09,4.1
12492,2019-08-20,Household,Tier 2,Small,2014,993.01,4.8
12493,2019-09-27,Meat,Tier 1,Small,2016,757.94,3.8
12494,2021-07-28,Fruits and Vegetables,Tier 1,Small,2014,529.05,4.4
12495,2021-05-23,Breads,Tier 2,Small,2010,992.63,4.1
12496,2022-05-30,Baking Goods,Tier 2,Medium,2010,998.23,4.0
12497,2019-02-21,Breads,Tier 2,Small,2014,159.44,4.3
12498,2019-04-26,Baking Goods,Tier 2,Small,2016,1702.4,4.0
12499,2020-06-21,Breads,Tier 3,Small,2012,1650.49,3.8
12500,2020-06-24,Household,Tier 3,High,2018,923.22,4.3
12501,2021-11-08,Breads,Tier 3,High,2014,706.67,4.3
12502,2021-03-25,Household,Tier 3,High,2014,1022.92,4.7
12503,2022-11-16,Baking Goods,Tier 2,Small,2018,481.8,4.5
12504,2021-03-01,Soft Drinks,Tier 3,Medium,2012,51.64,4.0
12505,2020-09-09,Meat,Tier 1,Medium,2014,740.89,4.5
12506,2020-02-23,Frozen Foods,Tier 1,Small,2014,85.11,3.7
12507,2019-11-05,Household,Tier 1,Medium,2012,129.37,3.8
12508,2021-05-13,Breads,Tier 3,Medium,2018,107.47,4.4
12509,2019-07-05,Soft Drinks,Tier 3,Small,2010,1766.12,4.3
12510,2019-09-18,Household,Tier 1,High,2014,330.03,4.3
12511,2022-07-20,Seafood,Tier 3,Medium,2014,545.96,4.5
12512,2019-06-09,Breads,Tier 2,High,2016,1006.02,3.7
12513,2021-05-19,Frozen Foods,Tier 3,Small,2012,1082.16,4.7
12514,2021-01-31,Dairy,Tier 1,High,2014,288.03,4.8
12515,2019-08-12,Household,Tier 1,Medium,2016,1823.55,4.3
12516,2022-07-03,Snack Foods,Tier 3,High,2010,500.61,4.5
12517,2019-06-29,Soft Drinks,Tier 3,High,2012,1888.05,4.7
12518,2019-01-20,Household,Tier 1,High,2010,550.91,4.5
12519,2020-09-23,Breads,Tier 1,Small,2016,55.06,4.2
12520,2022-05-18,Dairy,Tier 3,Small,2018,1945.13,4.5
12521,2019-02-27,Baking Goods,Tier 3,Small,2012,993.25,4.9
12522,2022-01-21,Seafood,Tier 1,Small,2018,1763.56,3.9
12523,2022-05-29,Dairy,Tier 1,High,2016,1481.97,4.7
12524,2020-12-23,Seafood,Tier 1,Medium,2012,399.09,5.0
12525,2022-06-09,Dairy,Tier 1,High,2014,1698.27,4.6
12526,2022-10-19,Baking Goods,Tier 1,High,2016,149.6,4.0
12527,2020-09-06,Breads,Tier 1,High,2016,1039.74,3.7
12528,2020-07-15,Dairy,Tier 1,Medium,2010,545.52,4.3
12529,2020-01-09,Snack Foods,Tier 3,Medium,2018,755.09,3.7
12530,2020-09-13,Baking Goods,Tier 2,Medium,2012,1526.21,4.2
12531,2019-03-29,Baking Goods,Tier 2,High,2012,1382.6,4.0
12532,2021-11-09,Breads,Tier 3,Small,2014,908.16,4.2
12533,2021-10-10,Meat,Tier 2,Small,2012,139.54,4.0
12534,2019-01-14,Household,Tier 3,High,2014,127.84,4.8
12535,2019-05-13,Household,Tier 3,Small,2012,1419.3,4.2
12536,2021-11-23,Meat,Tier 3,Small,2010,1900.22,3.7
12537,2021-06-10,Baking Goods,Tier 3,High,2016,1702.17,4.5
12538,2022-05-16,Frozen Foods,Tier 2,High,2012,288.26,4.7
12539,2022-05-07,Snack Foods,Tier 3,Small,2016,286.39,4.1
12540,2020-08-14,Soft Drinks,Tier 1,High,2018,1240.53,4.4
12541,2020-08-05,Soft Drinks,Tier 3,Small,2016,1332.34,4.2
12542,2022-03-24,Breads,Tier 2,Medium,2018,1252.15,3.8
12543,2022-01-06,Snack Foods,Tier 2,Medium,2012,1776.52,4.4
12544,2022-04-10,Household,Tier 2,High,2010,500.46,4.6
12545,2019-10-16,Dairy,Tier 2,Small,2010,385.97,3.9
12546,2021-10-09,Dairy,Tier 1,Medium,2016,1832.63,4.6
12547,2021-05-28,Soft Drinks,Tier 3,High,2010,1458.19,4.8
12548,2022-12-14,Baking Goods,Tier 1,Medium,2018,1437.87,4.9
12549,2019-01-07,Household,Tier 3,Medium,2010,703.99,3.8
12550,2022-03-29,Snack Foods,Tier 3,High,2010,1274.35,3.8
12551,2019-08-28,Baking Goods,Tier 1,Medium,2010,1467.07,4.8
12552,2022-12-17,Seafood,Tier 1,High,2014,1220.54,4.5
12553,2020-06-19,Meat,Tier 2,High,2014,1485.63,3.7
12554,2019-03-11,Soft Drinks,Tier 3,Medium,2016,1200.6,4.2
12555,2019-08-04,Household,Tier 3,Medium,2012,1964.96,4.6
12556,2022-02-01,Breads,Tier 3,Small,2012,1009.41,3.8
12557,2021-12-13,Dairy,Tier 3,Medium,2018,74.31,4.9
12558,2021-03-16,Dairy,Tier 3,Small,2018,368.52,4.8
12559,2019-11-26,Baking Goods,Tier 3,High,2016,1930.11,4.4
12560,2021-04-27,Seafood,Tier 2,Medium,2014,965.56,4.7
12561,2022-05-11,Fruits and Vegetables,Tier 3,Medium,2010,285.02,3.7
12562,2022-08-04,Fruits and Vegetables,Tier 2,High,2014,353.85,3.9
12563,2019-02-14,Household,Tier 3,Medium,2014,106.45,4.7
12564,2021-04-08,Snack Foods,Tier 3,Small,2016,491.36,4.2
12565,2019-07-17,Snack Foods,Tier 1,Medium,2014,1973.96,3.8
12566,2022-05-24,Snack Foods,Tier 3,Small,2012,691.19,3.9
12567,2022-08-25,Frozen Foods,Tier 1,Medium,2014,537.99,4.4
12568,2021-06-14,Fruits and Vegetables,Tier 1,Medium,2012,1351.86,3.6
12569,2022-12-29,Baking Goods,Tier 1,High,2018,1364.69,3.7
12570,2019-11-28,Soft Drinks,Tier 2,Small,2018,1937.28,3.8
12571,2020-11-26,Dairy,Tier 1,High,2016,1472.72,4.8
12572,2019-01-27,Dairy,Tier 1,High,2010,264.44,4.8
12573,2022-04-04,Soft Drinks,Tier 1,High,2014,1971.92,3.8
12574,2019-11-14,Dairy,Tier 3,Small,2010,1512.96,4.4
12575,2022-07-21,Seafood,Tier 2,High,2012,555.47,4.0
12576,2022-11-07,Fruits and Vegetables,Tier 2,Small,2010,559.33,3.6
12577,2019-12-31,Fruits and Vegetables,Tier 2,Small,2014,1921.99,3.7
12578,2022-01-31,Frozen Foods,Tier 2,Medium,2010,425.64,3.5
12579,2021-08-17,Seafood,Tier 3,Small,2010,493.8,5.0
12580,2020-01-08,Household,Tier 1,Small,2010,749.92,4.5
12581,2019-09-02,Fruits and Vegetables,Tier 3,Medium,2016,1374.97,3.7
12582,2022-04-07,Soft Drinks,Tier 2,High,2010,887.96,4.6
12583,2022-12-12,Soft Drinks,Tier 3,Medium,2014,656.97,4.4
12584,2022-10-11,Soft Drinks,Tier 3,Medium,2014,571.87,3.8
12585,2020-04-22,Soft Drinks,Tier 2,Medium,2010,293.94,4.2
12586,2019-05-05,Snack Foods,Tier 1,Small,2016,1115.2,4.4
12587,2020-06-20,Frozen Foods,Tier 3,Medium,2012,583.15,4.0
12588,2020-12-06,Snack Foods,Tier 2,Small,2010,696.39,4.9
12589,2022-11-26,Meat,Tier 3,Small,2016,65.2,3.6
12590,2020-06-14,Household,Tier 3,Small,2018,1085.92,3.7
12591,2021-02-24,Soft Drinks,Tier 3,Small,2014,1408.03,4.8
12592,2019-09-11,Meat,Tier 1,High,2018,1858.69,3.9
12593,2019-05-01,Seafood,Tier 3,Small,2014,434.4,3.7
12594,2021-11-21,Soft Drinks,Tier 3,Small,2012,1842.76,4.1
12595,2020-10-22,Seafood,Tier 1,Medium,2016,754.2,3.8
12596,2021-11-26,Meat,Tier 3,Medium,2012,1614.67,4.3
12597,2022-09-27,Soft Drinks,Tier 3,Small,2018,1798.76,4.6
12598,2021-11-02,Fruits and Vegetables,Tier 1,High,2016,1924.66,4.6
12599,2022-04-21,Frozen Foods,Tier 2,High,2018,684.62,4.0
12600,2022-07-12,Frozen Foods,Tier 3,Medium,2010,557.88,4.5
12601,2019-03-29,Dairy,Tier 2,High,2018,907.15,4.9
12602,2019-02-15,Seafood,Tier 2,Medium,2012,1131.57,3.5
12603,2022-11-16,Baking Goods,Tier 2,High,2012,1396.77,4.5
12604,2022-02-16,Fruits and Vegetables,Tier 1,High,2010,1399.16,4.2
12605,2021-07-21,Breads,Tier 1,High,2016,277.47,4.1
12606,2021-01-14,Soft Drinks,Tier 3,Medium,2018,1243.04,3.8
12607,2021-08-24,Baking Goods,Tier 2,Medium,2018,377.34,3.7
12608,2021-02-01,Seafood,Tier 1,Small,2018,1437.17,4.9
12609,2021-01-31,Snack Foods,Tier 1,Small,2016,1954.33,3.5
12610,2021-03-04,Meat,Tier 2,High,2012,1553.25,4.2
12611,2021-01-13,Dairy,Tier 1,High,2010,1404.73,3.8
12612,2021-12-05,Snack Foods,Tier 2,High,2016,201.1,3.7
12613,2020-07-11,Fruits and Vegetables,Tier 1,Medium,2010,410.03,4.0
12614,2020-06-09,Snack Foods,Tier 2,High,2014,742.72,4.0
12615,2020-08-19,Baking Goods,Tier 1,Small,2010,1870.28,4.2
12616,2021-04-19,Breads,Tier 1,High,2014,695.24,4.2
12617,2019-01-03,Seafood,Tier 1,Small,2010,1636.85,4.3
12618,2021-11-17,Household,Tier 1,High,2014,252.32,3.7
12619,2022-11-05,Dairy,Tier 2,High,2018,1340.9,3.8
12620,2019-06-06,Snack Foods,Tier 3,High,2016,1569.26,4.0
12621,2021-05-04,Seafood,Tier 3,Small,2018,1108.7,3.6
12622,2020-05-25,Frozen Foods,Tier 1,Small,2012,1545.35,4.7
12623,2022-09-18,Baking Goods,Tier 3,Medium,2016,1461.15,3.6
12624,2020-11-17,Breads,Tier 1,Small,2018,980.11,3.8
12625,2022-02-11,Household,Tier 3,High,2010,1737.76,4.5
12626,2022-11-13,Seafood,Tier 1,Small,2016,716.18,4.9
12627,2022-06-27,Seafood,Tier 3,High,2010,879.55,3.7
12628,2020-07-24,Household,Tier 3,High,2018,1102.73,4.2
12629,2020-12-15,Soft Drinks,Tier 1,Small,2016,304.86,3.9
12630,2022-08-31,Baking Goods,Tier 3,Medium,2018,1054.87,4.2
12631,2019-08-27,Dairy,Tier 1,Small,2012,682.03,4.2
12632,2022-06-11,Baking Goods,Tier 3,Small,2018,550.5,4.4
12633,2019-10-30,Soft Drinks,Tier 2,High,2012,1174.83,3.6
12634,2020-08-29,Meat,Tier 2,Small,2018,692.73,4.7
12635,2021-09-17,Baking Goods,Tier 2,Medium,2016,1718.24,3.5
12636,2019-11-30,Household,Tier 1,High,2010,849.46,4.4
12637,2019-04-23,Breads,Tier 1,Small,2016,855.42,4.7
12638,2019-12-28,Baking Goods,Tier 1,Medium,2018,1964.79,3.7
12639,2021-03-11,Snack Foods,Tier 2,High,2018,715.98,4.5
12640,2019-04-07,Breads,Tier 3,Medium,2018,306.4,3.8
12641,2019-01-16,Dairy,Tier 1,Medium,2014,1759.34,3.8
12642,2020-07-09,Household,Tier 2,High,2012,1838.15,3.6
12643,2020-01-11,Meat,Tier 1,Small,2010,491.58,4.1
12644,2021-01-11,Frozen Foods,Tier 1,Medium,2012,1770.05,4.8
12645,2020-01-25,Breads,Tier 3,High,2018,1014.39,4.6
12646,2020-09-11,Soft Drinks,Tier 1,Small,2018,134.69,4.4
12647,2022-05-25,Breads,Tier 1,Medium,2012,1120.22,4.7
12648,2022-11-23,Frozen Foods,Tier 3,High,2012,1705.11,4.8
12649,2022-07-07,Baking Goods,Tier 1,Medium,2012,823.47,4.4
12650,2021-04-03,Snack Foods,Tier 1,Small,2014,1124.45,4.0
12651,2019-11-16,Soft Drinks,Tier 3,Small,2012,324.2,4.8
12652,2019-07-15,Frozen Foods,Tier 1,Small,2018,1692.28,4.0
12653,2020-02-22,Frozen Foods,Tier 1,High,2010,258.44,3.8
12654,2020-08-29,Snack Foods,Tier 2,Small,2016,234.14,4.3
12655,2020-07-21,Dairy,Tier 3,Small,2012,1870.44,3.6
12656,2020-06-27,Breads,Tier 2,High,2012,1753.27,3.8
12657,2019-08-19,Baking Goods,Tier 3,Small,2012,1171.01,4.8
12658,2021-06-02,Breads,Tier 1,Small,2010,257.0,4.1
12659,2020-06-04,Household,Tier 2,Small,2012,1114.67,4.2
12660,2020-12-03,Soft Drinks,Tier 2,High,2012,1845.06,4.3
12661,2022-05-08,Meat,Tier 2,Small,2012,1244.09,4.2
12662,2021-04-25,Household,Tier 2,Medium,2010,436.56,3.8
12663,2020-11-03,Frozen Foods,Tier 3,High,2016,1816.37,4.9
12664,2019-01-21,Meat,Tier 1,Medium,2018,1737.64,4.5
12665,2022-08-27,Seafood,Tier 1,High,2010,1115.85,4.5
12666,2020-08-10,Breads,Tier 2,High,2012,1711.87,4.8
12667,2021-06-16,Frozen Foods,Tier 1,High,2014,159.91,4.5
12668,2022-12-28,Snack Foods,Tier 1,Medium,2010,949.3,3.7
12669,2020-01-06,Baking Goods,Tier 3,Small,2012,397.27,4.0
12670,2019-03-19,Seafood,Tier 1,Small,2012,1683.2,4.1
12671,2022-08-01,Fruits and Vegetables,Tier 1,Small,2018,1943.82,4.5
12672,2020-10-09,Soft Drinks,Tier 1,Small,2010,1864.86,4.6
12673,2019-05-20,Seafood,Tier 1,High,2010,1031.53,4.3
12674,2020-07-06,Household,Tier 2,High,2018,1046.44,4.1
12675,2021-09-24,Baking Goods,Tier 3,Medium,2014,1821.05,4.8
12676,2019-10-09,Frozen Foods,Tier 3,Small,2014,1457.41,4.3
12677,2022-07-05,Baking Goods,Tier 3,High,2016,195.48,4.7
12678,2022-10-15,Frozen Foods,Tier 1,Small,2016,300.26,4.9
12679,2020-03-15,Snack Foods,Tier 2,Small,2018,1905.86,4.1
12680,2019-09-27,Baking Goods,Tier 3,Medium,2010,763.48,3.9
12681,2022-03-03,Dairy,Tier 2,High,2012,415.35,4.1
12682,2021-01-15,Household,Tier 3,Small,2014,1484.29,3.6
12683,2019-04-14,Fruits and Vegetables,Tier 2,Medium,2010,1765.39,4.0
12684,2021-02-04,Snack Foods,Tier 1,Medium,2016,452.78,4.3
12685,2019-04-05,Meat,Tier 1,Small,2014,540.3,3.8
12686,2020-12-29,Fruits and Vegetables,Tier 3,Small,2012,1804.88,3.8
12687,2020-04-24,Snack Foods,Tier 3,Medium,2016,75.68,4.0
12688,2021-02-18,Baking Goods,Tier 3,Medium,2012,1820.5,3.7
12689,2022-06-18,Meat,Tier 1,Small,2016,126.56,4.2
12690,2019-01-13,Fruits and Vegetables,Tier 1,Small,2012,236.04,4.5
